Sample_ID,Exit,Confidence,Prediction,Label
0,0,0.5014215707778931,1,1
0,1,0.931575357913971,1,1
0,2,0.9893996119499207,1,1
0,3,0.9912993311882019,1,1
0,4,0.9774990081787109,1,1
0,5,0.9531135559082031,1,1
0,6,0.9641396403312683,1,1
0,7,0.9746651649475098,1,1
0,8,0.971413254737854,1,1
0,9,0.9795166254043579,1,1
0,10,0.9664688110351562,1,1
0,11,0.9519433975219727,1,1
1,0,0.5014215707778931,1,0
1,1,0.9011766910552979,0,0
1,2,0.8925377726554871,0,0
1,3,0.8944162130355835,0,0
1,4,0.9318894743919373,0,0
1,5,0.920502245426178,0,0
1,6,0.9271992444992065,0,0
1,7,0.9239498376846313,0,0
1,8,0.8946565985679626,0,0
1,9,0.8961367607116699,0,0
1,10,0.932142972946167,0,0
1,11,0.9497753977775574,0,0
2,0,0.5014215707778931,1,1
2,1,0.8939457535743713,1,1
2,2,0.9624142050743103,1,1
2,3,0.9581038951873779,1,1
2,4,0.9168431758880615,1,1
2,5,0.8747684955596924,1,1
2,6,0.9061902165412903,1,1
2,7,0.912110447883606,1,1
2,8,0.9259226322174072,1,1
2,9,0.9551978707313538,1,1
2,10,0.9316298961639404,1,1
2,11,0.9065125584602356,1,1
3,0,0.5014215707778931,1,0
3,1,0.652400553226471,0,0
3,2,0.6921567916870117,0,0
3,3,0.7355352640151978,0,0
3,4,0.8894445896148682,0,0
3,5,0.8949450254440308,0,0
3,6,0.86506587266922,0,0
3,7,0.9108447432518005,0,0
3,8,0.8885323405265808,0,0
3,9,0.8410414457321167,0,0
3,10,0.8841829299926758,0,0
3,11,0.9104394316673279,0,0
4,0,0.5014215707778931,1,1
4,1,0.7427626252174377,1,1
4,2,0.7401768565177917,1,1
4,3,0.7207173109054565,1,1
4,4,0.8944783806800842,1,1
4,5,0.9106237888336182,1,1
4,6,0.9445717930793762,1,1
4,7,0.9364912509918213,1,1
4,8,0.9228026270866394,1,1
4,9,0.9639681577682495,1,1
4,10,0.9416234493255615,1,1
4,11,0.9251007437705994,1,1
5,0,0.5014215707778931,1,0
5,1,0.8919527530670166,0,0
5,2,0.8944597244262695,0,0
5,3,0.8936131000518799,0,0
5,4,0.9269720911979675,0,0
5,5,0.9249249696731567,0,0
5,6,0.8893964886665344,0,0
5,7,0.9182950854301453,0,0
5,8,0.8993179202079773,0,0
5,9,0.8525727391242981,0,0
5,10,0.8962193727493286,0,0
5,11,0.915645956993103,0,0
6,0,0.5014215707778931,1,1
6,1,0.5956684947013855,1,1
6,2,0.6446100473403931,1,1
6,3,0.7228103280067444,1,1
6,4,0.7614834904670715,1,1
6,5,0.7719449996948242,1,1
6,6,0.8749313950538635,1,1
6,7,0.875542163848877,1,1
6,8,0.8766940236091614,1,1
6,9,0.8997997641563416,1,1
6,10,0.8737898468971252,1,1
6,11,0.8606882691383362,1,1
7,0,0.5014215707778931,1,0
7,1,0.8688490390777588,0,0
7,2,0.8655292987823486,0,0
7,3,0.7822726368904114,0,0
7,4,0.7620787620544434,0,0
7,5,0.7222732901573181,0,0
7,6,0.8149728775024414,0,0
7,7,0.8343813419342041,0,0
7,8,0.8177725076675415,0,0
7,9,0.7971985936164856,0,0
7,10,0.8443818092346191,0,0
7,11,0.8565163612365723,0,0
8,0,0.5014215707778931,1,1
8,1,0.6136432886123657,1,1
8,2,0.7132509350776672,1,1
8,3,0.7390564680099487,1,1
8,4,0.6430242657661438,1,1
8,5,0.586197555065155,1,1
8,6,0.6645110249519348,1,1
8,7,0.7608557939529419,1,1
8,8,0.6561421751976013,1,1
8,9,0.6771901249885559,1,1
8,10,0.6855188608169556,1,1
8,11,0.6487921476364136,1,1
9,0,0.5014215707778931,1,0
9,1,0.6427727937698364,0,0
9,2,0.6804521083831787,0,0
9,3,0.8997412323951721,0,0
9,4,0.9270437955856323,0,0
9,5,0.9409034848213196,0,0
9,6,0.9315814971923828,0,0
9,7,0.9272617697715759,0,0
9,8,0.9181473255157471,0,0
9,9,0.909149706363678,0,0
9,10,0.9423461556434631,0,0
9,11,0.9675810933113098,0,0
10,0,0.5014215707778931,1,0
10,1,0.5661066770553589,1,0
10,2,0.6536436676979065,1,0
10,3,0.7076479196548462,1,0
10,4,0.5445125699043274,0,0
10,5,0.4867327809333801,0,0
10,6,0.533820390701294,0,0
10,7,0.6705454587936401,0,0
10,8,0.663927435874939,0,0
10,9,0.5814607739448547,0,0
10,10,0.7213363647460938,0,0
10,11,0.7075151205062866,0,0
11,0,0.5014215707778931,1,0
11,1,0.7598353624343872,1,0
11,2,0.8804699778556824,1,0
11,3,0.8852072358131409,1,0
11,4,0.8295843601226807,1,0
11,5,0.7480134963989258,1,0
11,6,0.7749353647232056,1,0
11,7,0.7391970753669739,1,0
11,8,0.6855044960975647,1,0
11,9,0.640190601348877,1,0
11,10,0.6782350540161133,1,0
11,11,0.6254419088363647,1,0
12,0,0.5014215707778931,1,1
12,1,0.7833958864212036,1,1
12,2,0.8613373041152954,1,1
12,3,0.9500609636306763,1,1
12,4,0.8768677711486816,1,1
12,5,0.8819060325622559,1,1
12,6,0.826339066028595,1,1
12,7,0.7477825284004211,1,1
12,8,0.8204624056816101,1,1
12,9,0.8094876408576965,1,1
12,10,0.7898126244544983,1,1
12,11,0.7644599676132202,1,1
13,0,0.5014215707778931,1,0
13,1,0.6648327112197876,0,0
13,2,0.7591444253921509,0,0
13,3,0.8541003465652466,0,0
13,4,0.8643582463264465,0,0
13,5,0.8263908624649048,0,0
13,6,0.7880135774612427,0,0
13,7,0.8647556304931641,0,0
13,8,0.9036370515823364,0,0
13,9,0.8815324306488037,0,0
13,10,0.9168093204498291,0,0
13,11,0.9273799657821655,0,0
14,0,0.5014215707778931,1,0
14,1,0.6534625291824341,0,0
14,2,0.675881028175354,0,0
14,3,0.6831948757171631,0,0
14,4,0.7763339281082153,0,0
14,5,0.6755919456481934,0,0
14,6,0.6548449993133545,0,0
14,7,0.5809705257415771,0,0
14,8,0.5407023429870605,1,0
14,9,0.5293846726417542,0,0
14,10,0.5249621868133545,0,0
14,11,0.4981609582901001,0,0
15,0,0.5014215707778931,1,0
15,1,0.7064381241798401,0,0
15,2,0.7881534695625305,0,0
15,3,0.8151828646659851,0,0
15,4,0.8119285106658936,0,0
15,5,0.7517932653427124,0,0
15,6,0.8181653618812561,0,0
15,7,0.8219457268714905,0,0
15,8,0.8366954922676086,0,0
15,9,0.8308889865875244,0,0
15,10,0.8637573719024658,0,0
15,11,0.8916093111038208,0,0
16,0,0.5014215707778931,1,1
16,1,0.8836060762405396,1,1
16,2,0.9649158716201782,1,1
16,3,0.9904714822769165,1,1
16,4,0.9773986339569092,1,1
16,5,0.9553961157798767,1,1
16,6,0.9686378240585327,1,1
16,7,0.9750052690505981,1,1
16,8,0.9650053381919861,1,1
16,9,0.9770681858062744,1,1
16,10,0.9602999687194824,1,1
16,11,0.9416401386260986,1,1
17,0,0.5014215707778931,1,1
17,1,0.5255348682403564,0,1
17,2,0.6033930778503418,0,1
17,3,0.5568814873695374,1,1
17,4,0.5496251583099365,1,1
